target,Categories,Nfreq,Vfreq,freq,NVratio,Vditrans,Vtrans,Vintrans,Nmorph,MorphStatus,rel_type
circularize,['verb'],0,5,5,0.1666666667,False,True,False,1,complex,rel
undergo,['verb'],0,319,319,0.003125,False,True,False,1,complex,rel
purvey,['verb'],0,7,7,0.125,False,True,False,1,monomorphemic,rel
unbar,['verb'],0,5,5,0.1666666667,False,True,False,1,complex,rel
undersell,['verb'],0,5,5,0.1666666667,False,True,False,1,complex,rel
immerse,['verb'],0,84,84,0.01176470588,False,True,False,0,obscure,rel
vanquish,['verb'],0,30,30,0.03225806452,False,True,False,0,may_include_a_root,rel
delouse,['verb'],0,5,5,0.1666666667,False,True,False,1,complex,rel
deter,['verb'],0,184,184,0.005405405405,False,True,False,0,may_include_a_root,rel
syncopate,['verb'],0,5,5,0.1666666667,False,True,False,1,complex,rel
spiritualize,['verb'],0,5,5,0.1666666667,False,True,False,1,complex,rel
exhilarate,['verb'],0,89,89,0.01111111111,False,True,False,0,obscure,rel
finalize,['verb'],0,21,21,0.04545454545,False,True,False,1,complex,rel
subtract,['verb'],0,72,72,0.01369863014,False,True,False,0,obscure,rel
nab,['verb'],0,10,10,0.09090909091,False,True,False,1,monomorphemic,rel
drat,['verb'],0,12,12,0.07692307692,False,True,False,1,monomorphemic,rel
exacerbate,['verb'],0,69,69,0.01428571429,False,True,False,0,obscure,rel
adulterate,['verb'],0,10,10,0.09090909091,False,True,False,1,complex,rel
lacerate,['verb'],0,17,17,0.05555555556,False,True,False,0,obscure,rel
beleaguer,['verb'],0,25,25,0.03846153846,False,True,False,0,obscure,rel
demoralize,['verb'],0,65,65,0.01515151515,False,True,False,1,complex,rel
propound,['verb'],0,29,29,0.03333333333,False,True,False,0,obscure,rel
mar,['verb'],0,85,85,0.01162790698,False,True,False,1,monomorphemic,rel
undo,['verb'],0,172,172,0.005780346821,False,True,False,1,complex,rel
transpose,['verb'],0,24,24,0.04,False,True,False,1,complex,rel
misspell,['verb'],0,6,6,0.1428571429,False,True,False,1,complex,rel
molest,['verb'],0,28,28,0.03448275862,False,True,False,1,monomorphemic,rel
outflank,['verb'],0,23,23,0.04166666667,False,True,False,1,complex,rel
gratify,['verb'],0,85,85,0.01162790698,False,True,False,0,obscure,rel
trammel,['verb'],0,5,5,0.1666666667,False,True,False,1,monomorphemic,rel
contain,['verb'],0,2244,2244,0.0004454342984,False,True,False,0,may_include_a_root,rel
recoup,['verb'],0,23,23,0.04166666667,False,True,False,0,obscure,rel
beautify,['verb'],0,6,6,0.1428571429,False,True,False,1,complex,rel
maximize,['verb'],0,139,139,0.007142857143,False,True,False,1,complex,rel
license,['verb'],0,80,80,0.01234567901,False,True,False,1,monomorphemic,rel
restore,['verb'],0,588,588,0.001697792869,False,True,False,0,obscure,rel
reconcile,['verb'],0,165,165,0.006024096386,False,True,False,0,obscure,rel
evacuate,['verb'],0,60,60,0.01639344262,False,True,False,0,obscure,rel
devise,['verb'],0,334,334,0.002985074627,False,True,False,0,may_include_a_root,rel
appal,['verb'],0,175,175,0.005681818182,False,True,False,1,monomorphemic,rel
crave,['verb'],0,90,90,0.01098901099,False,True,False,1,monomorphemic,rel
sunder,['verb'],0,7,7,0.125,False,True,False,1,monomorphemic,rel
elude,['verb'],0,78,78,0.01265822785,False,True,False,0,may_include_a_root,rel
circumvent,['verb'],0,17,17,0.05555555556,False,True,False,0,may_include_a_root,rel
mooch,['verb'],0,18,18,0.05263157895,False,True,False,1,monomorphemic,rel
defer,['verb'],0,82,82,0.01204819277,False,True,False,0,obscure,rel
involve,['verb'],0,3779,3779,0.0002645502646,False,True,False,0,may_include_a_root,rel
sate,['verb'],0,15,15,0.0625,False,True,False,1,monomorphemic,rel
maintain,['verb'],0,1713,1713,0.0005834305718,False,True,False,0,may_include_a_root,rel
fortify,['verb'],0,94,94,0.01052631579,False,True,False,0,obscure,rel
entrap,['verb'],0,11,11,0.08333333333,False,True,False,1,complex,rel
deplete,['verb'],0,71,71,0.01388888889,False,True,False,0,obscure,rel
enumerate,['verb'],0,24,24,0.04,False,True,False,1,complex,rel
debase,['verb'],0,43,43,0.02272727273,False,True,False,0,obscure,rel
enthral,['verb'],0,23,23,0.04166666667,False,True,False,0,obscure,rel
brainwash,['verb'],0,49,49,0.02,False,True,False,1,complex,rel
acquit,['verb'],0,60,60,0.01639344262,False,True,False,1,complex,rel
perceive,['verb'],0,391,391,0.002551020408,False,True,False,0,may_include_a_root,rel
disprove,['verb'],0,47,47,0.02083333333,False,True,False,1,complex,rel
originate,['verb'],0,175,175,0.005681818182,False,True,False,0,obscure,rel
consternate,['verb'],0,1,1,0.5,False,True,False,0,obscure,rel
misconstrue,['verb'],0,6,6,0.1428571429,False,True,False,1,complex,rel
berate,['verb'],0,29,29,0.03333333333,False,True,False,1,complex,rel
handpick,['verb'],0,5,5,0.1666666667,False,True,False,1,complex,rel
repudiate,['verb'],0,52,52,0.01886792453,False,True,False,0,obscure,rel
reinstate,['verb'],0,28,28,0.03448275862,False,True,False,1,complex,rel
commit,['verb'],0,958,958,0.001042752868,False,True,False,0,may_include_a_root,rel
transmute,['verb'],0,30,30,0.03225806452,False,True,False,0,obscure,rel
diagnose,['verb'],0,107,107,0.009259259259,False,True,False,0,may_include_a_root,rel
vacate,['verb'],0,48,48,0.02040816327,False,True,False,0,obscure,rel
peruse,['verb'],0,12,12,0.07692307692,False,True,False,1,complex,rel
amaze,['verb'],0,300,300,0.003322259136,False,True,False,1,monomorphemic,rel
encircle,['verb'],0,79,79,0.0125,False,True,False,1,complex,rel
nationalize,['verb'],0,214,214,0.004651162791,False,True,False,1,complex,rel
decipher,['verb'],0,51,51,0.01923076923,False,True,False,1,complex,rel
cremate,['verb'],0,15,15,0.0625,False,True,False,0,obscure,rel
predict,['verb'],0,515,515,0.001937984496,False,True,False,0,obscure,rel
disbelieve,['verb'],0,36,36,0.02702702703,False,True,False,1,complex,rel
maim,['verb'],0,48,48,0.02040816327,False,True,False,1,monomorphemic,rel
possess,['verb'],0,850,850,0.001175088132,False,True,False,1,monomorphemic,rel
outweigh,['verb'],0,94,94,0.01052631579,False,True,False,1,complex,rel
uncouple,['verb'],0,12,12,0.07692307692,False,True,False,1,complex,rel
baptize,['verb'],0,72,72,0.01369863014,False,True,False,1,complex,rel
daunt,['verb'],0,70,70,0.01408450704,False,True,False,1,monomorphemic,rel
mechanize,['verb'],0,55,55,0.01785714286,False,True,False,1,complex,rel
beseech,['verb'],0,32,32,0.0303030303,False,True,False,0,may_include_a_root,rel
dedicate,['verb'],0,181,181,0.005494505495,False,True,False,0,obscure,rel
strafe,['verb'],0,15,15,0.0625,False,True,False,1,monomorphemic,rel
unify,['verb'],0,157,157,0.006329113924,False,True,False,2,complex,rel
implicate,['verb'],0,56,56,0.01754385965,False,True,False,0,obscure,rel
fulfil,['verb'],0,504,504,0.00198019802,False,True,False,1,complex,rel
decode,['verb'],0,35,35,0.02777777778,False,True,False,1,complex,rel
galvanize,['verb'],0,42,42,0.02325581395,False,True,False,1,complex,rel
delineate,['verb'],0,25,25,0.03846153846,False,True,False,1,complex,rel
unsex,['verb'],0,1,1,0.5,False,True,False,1,complex,rel
protract,['verb'],0,55,55,0.01785714286,False,True,False,0,may_include_a_root,rel
unpick,['verb'],0,8,8,0.1111111111,False,True,False,1,complex,rel
mummify,['verb'],0,10,10,0.09090909091,False,True,False,1,complex,rel
authorize,['verb'],0,138,138,0.007194244604,False,True,False,1,complex,rel
shanghai,['verb'],0,45,45,0.02173913043,False,True,False,0,undetermined,rel
subsume,['verb'],0,23,23,0.04166666667,False,True,False,0,obscure,rel
displease,['verb'],0,76,76,0.01298701299,False,True,False,1,complex,rel
dissatisfy,['verb'],0,71,71,0.01388888889,False,True,False,1,complex,rel
perturb,['verb'],0,42,42,0.02325581395,False,True,False,0,may_include_a_root,rel
prefigure,['verb'],0,7,7,0.125,False,True,False,1,complex,rel
dismember,['verb'],0,36,36,0.02702702703,False,True,False,1,complex,rel
encapsulate,['verb'],0,31,31,0.03125,False,True,False,1,complex,rel
consume,['verb'],0,423,423,0.002358490566,False,True,False,0,may_include_a_root,rel
irradiate,['verb'],0,7,7,0.125,False,True,False,1,complex,rel
seduce,['verb'],0,151,151,0.006578947368,False,True,False,0,may_include_a_root,rel
contravene,['verb'],0,25,25,0.03846153846,False,True,False,0,obscure,rel
redeem,['verb'],0,91,91,0.01086956522,False,True,False,0,obscure,rel
eliminate,['verb'],0,539,539,0.001851851852,False,True,False,0,obscure,rel
rubberize,['verb'],0,5,5,0.1666666667,False,True,False,1,complex,rel
overpower,['verb'],0,27,27,0.03571428571,False,True,False,2,complex,rel
anaesthetize,['verb'],0,20,20,0.04761904762,False,True,False,1,complex,rel
sterilize,['verb'],0,155,155,0.00641025641,False,True,False,1,complex,rel
quaff,['verb'],0,7,7,0.125,False,True,False,1,monomorphemic,rel
lend,['verb'],0,489,489,0.002040816327,True,True,False,1,monomorphemic,rel
electrocute,['verb'],0,14,14,0.06666666667,False,True,False,1,complex,rel
arrange,['verb'],0,1587,1587,0.0006297229219,False,True,False,0,obscure,rel
dissuade,['verb'],0,47,47,0.02083333333,False,True,False,0,obscure,rel
abnegate,['verb'],0,1,1,0.5,False,True,False,1,complex,rel
incinerate,['verb'],0,14,14,0.06666666667,False,True,False,0,obscure,rel
limn,['verb'],0,7,7,0.125,False,True,False,1,monomorphemic,rel
patronize,['verb'],0,93,93,0.01063829787,False,True,False,1,complex,rel
envisage,['verb'],0,225,225,0.004424778761,False,True,False,0,obscure,rel
activate,['verb'],0,96,96,0.01030927835,False,True,False,1,complex,rel
calibrate,['verb'],0,1,1,0.5,False,True,False,1,complex,rel
postpone,['verb'],0,210,210,0.004739336493,False,True,False,0,obscure,rel
upbraid,['verb'],0,10,10,0.09090909091,False,True,False,1,complex,rel
facilitate,['verb'],0,126,126,0.007874015748,False,True,False,0,obscure,rel
embody,['verb'],0,160,160,0.006211180124,False,True,False,1,complex,rel
rearrange,['verb'],0,79,79,0.0125,False,True,False,1,complex,rel
lynch,['verb'],0,31,31,0.03125,False,True,False,1,monomorphemic,rel
dislodge,['verb'],0,61,61,0.01612903226,False,True,False,1,complex,rel
extradite,['verb'],0,32,32,0.0303030303,False,True,False,0,may_include_a_root,rel
electrify,['verb'],0,41,41,0.02380952381,False,True,False,1,complex,rel
assert,['verb'],0,407,407,0.002450980392,False,True,False,1,monomorphemic,rel
insure,['verb'],0,70,70,0.01408450704,False,True,False,1,complex,rel
widen,['verb'],0,241,241,0.004132231405,False,True,False,1,complex,rel
arraign,['verb'],0,10,10,0.09090909091,False,True,False,0,obscure,rel
victimize,['verb'],0,32,32,0.0303030303,False,True,False,1,complex,rel
convey,['verb'],0,406,406,0.002457002457,False,True,False,1,monomorphemic,rel
repoint,['verb'],0,2,2,0.3333333333,False,True,False,1,complex,rel
overdo,['verb'],0,99,99,0.01,False,True,False,1,complex,rel
scrutinize,['verb'],0,69,69,0.01428571429,False,True,False,1,complex,rel
interlace,['verb'],0,11,11,0.08333333333,False,True,False,1,complex,rel
whittle,['verb'],0,42,42,0.02325581395,False,True,False,1,monomorphemic,rel
uproot,['verb'],0,57,57,0.01724137931,False,True,False,1,complex,rel
vouchsafe,['verb'],0,25,25,0.03846153846,True,True,False,1,complex,rel
dethrone,['verb'],0,2,2,0.3333333333,False,True,False,1,complex,rel
disorientate,['verb'],0,12,12,0.07692307692,False,True,False,2,complex,rel
unscrew,['verb'],0,44,44,0.02222222222,False,True,False,1,complex,rel
clothe,['verb'],0,158,158,0.006289308176,False,True,False,1,zero_derivation,rel
superimpose,['verb'],0,46,46,0.02127659574,False,True,False,1,complex,rel
explicate,['verb'],0,1,1,0.5,False,True,False,0,obscure,rel
nominate,['verb'],0,96,96,0.01030927835,False,True,False,0,obscure,rel
enslave,['verb'],0,38,38,0.02564102564,False,True,False,1,complex,rel
oversell,['verb'],0,4,4,0.2,False,True,False,1,complex,rel
reconstruct,['verb'],0,98,98,0.0101010101,False,True,False,1,complex,rel
startle,['verb'],0,532,532,0.001876172608,False,True,False,1,complex,rel
bestride,['verb'],0,11,11,0.08333333333,False,True,False,1,complex,rel
devour,['verb'],0,148,148,0.006711409396,False,True,False,0,may_include_a_root,rel
confide,['verb'],0,126,126,0.007874015748,False,True,False,1,monomorphemic,rel
subjugate,['verb'],0,19,19,0.05,False,True,False,0,obscure,rel
outstrip,['verb'],0,46,46,0.02127659574,False,True,False,1,complex,rel
outface,['verb'],0,4,4,0.2,False,True,False,1,complex,rel
accost,['verb'],0,34,34,0.02857142857,False,True,False,1,monomorphemic,rel
trounce,['verb'],0,15,15,0.0625,False,True,False,1,monomorphemic,rel
obviate,['verb'],0,18,18,0.05263157895,False,True,False,0,obscure,rel
waylay,['verb'],0,11,11,0.08333333333,False,True,False,1,complex,rel
ravage,['verb'],0,54,54,0.01818181818,False,True,False,0,obscure,rel
decolonize,['verb'],0,12,12,0.07692307692,False,True,False,1,complex,rel
amuse,['verb'],0,470,470,0.002123142251,False,True,False,0,obscure,rel
collate,['verb'],0,17,17,0.05555555556,False,True,False,0,obscure,rel
delude,['verb'],0,58,58,0.01694915254,False,True,False,0,may_include_a_root,rel
suspend,['verb'],0,319,319,0.003125,False,True,False,0,may_include_a_root,rel
unfrock,['verb'],0,5,5,0.1666666667,False,True,False,1,complex,rel
featherbed,['verb'],0,4,4,0.2,False,True,False,1,zero_derivation,rel
reimburse,['verb'],0,18,18,0.05263157895,True,True,False,0,obscure,rel
palliate,['verb'],0,1,1,0.5,False,True,False,0,obscure,rel
minimize,['verb'],0,170,170,0.005847953216,False,True,False,1,complex,rel
deduct,['verb'],0,61,61,0.01612903226,False,True,False,0,obscure,rel
deduce,['verb'],0,98,98,0.0101010101,False,True,False,0,obscure,rel
inspect,['verb'],0,374,374,0.002666666667,False,True,False,0,may_include_a_root,rel
chivy,['verb'],0,33,33,0.02941176471,False,True,False,1,monomorphemic,rel
accredit,['verb'],0,11,11,0.08333333333,False,True,False,1,complex,rel
determine,['verb'],0,927,927,0.001077586207,False,True,False,1,monomorphemic,rel
betoken,['verb'],0,19,19,0.05,False,True,False,1,complex,rel
fabricate,['verb'],0,24,24,0.04,False,True,False,0,obscure,rel
frighten,['verb'],0,392,392,0.002544529262,False,True,False,1,complex,rel
defuse,['verb'],0,36,36,0.02702702703,False,True,False,1,complex,rel
canalize,['verb'],0,9,9,0.1,False,True,False,1,complex,rel
paralyse,['verb'],0,152,152,0.006535947712,False,True,False,0,obscure,rel
wield,['verb'],0,122,122,0.008130081301,False,True,False,1,monomorphemic,rel
replace,['verb'],0,1349,1349,0.0007407407407,False,True,False,1,complex,rel
refresh,['verb'],0,91,91,0.01086956522,False,True,False,0,obscure,rel
undertake,['verb'],0,535,535,0.001865671642,False,True,False,1,complex,rel
discover,['verb'],0,2499,2499,0.0004,False,True,False,1,complex,rel
remodel,['verb'],0,30,30,0.03225806452,False,True,False,1,complex,rel
betray,['verb'],0,358,358,0.00278551532,False,True,False,0,may_include_a_root,rel
replenish,['verb'],0,42,42,0.02325581395,False,True,False,1,complex,rel
overlook,['verb'],0,399,399,0.0025,False,True,False,1,complex,rel
pervade,['verb'],0,76,76,0.01298701299,False,True,False,0,may_include_a_root,rel
chequer,['verb'],0,44,44,0.02222222222,False,True,False,0,obscure,rel
ignore,['verb'],0,1264,1264,0.000790513834,False,True,False,1,monomorphemic,rel
subvert,['verb'],0,36,36,0.02702702703,False,True,False,0,obscure,rel
inflame,['verb'],0,40,40,0.0243902439,False,True,False,1,complex,rel
outdo,['verb'],0,33,33,0.02941176471,False,True,False,1,complex,rel
pleach,['verb'],0,11,11,0.08333333333,False,True,False,1,monomorphemic,rel
forbid,['verb'],0,301,301,0.003311258278,True,True,False,1,monomorphemic,rel
depute,['verb'],0,5,5,0.1666666667,False,True,False,0,may_include_a_root,rel
exemplify,['verb'],0,84,84,0.01176470588,False,True,False,1,complex,rel
perjure,['verb'],0,14,14,0.06666666667,False,True,False,0,may_include_a_root,rel
complicate,['verb'],0,134,134,0.007407407407,False,True,False,0,obscure,rel
owe,['verb'],0,486,486,0.00205338809,True,True,False,1,monomorphemic,rel
flout,['verb'],0,24,24,0.04,False,True,False,1,monomorphemic,rel
impart,['verb'],0,99,99,0.01,False,True,False,0,may_include_a_root,rel
enfranchise,['verb'],0,6,6,0.1428571429,False,True,False,1,complex,rel
substantiate,['verb'],0,27,27,0.03571428571,False,True,False,1,complex,rel
woo,['verb'],0,94,94,0.01052631579,False,True,False,1,monomorphemic,rel
simulate,['verb'],0,86,86,0.01149425287,False,True,False,0,obscure,rel
divert,['verb'],0,216,216,0.004608294931,False,True,False,0,may_include_a_root,rel
filch,['verb'],0,14,14,0.06666666667,False,True,False,1,monomorphemic,rel
deny,['verb'],0,1172,1172,0.000852514919,True,True,False,0,obscure,rel
refract,['verb'],0,11,11,0.08333333333,False,True,False,0,obscure,rel
tousle,['verb'],0,32,32,0.0303030303,False,True,False,1,monomorphemic,rel
immunize,['verb'],0,12,12,0.07692307692,False,True,False,1,complex,rel
outgrow,['verb'],0,77,77,0.01282051282,False,True,False,1,complex,rel
overmaster,['verb'],0,4,4,0.2,False,True,False,1,complex,rel
locate,['verb'],0,276,276,0.003610108303,False,True,False,0,obscure,rel
supplant,['verb'],0,64,64,0.01538461538,False,True,False,0,may_include_a_root,rel
emboss,['verb'],0,25,25,0.03846153846,True,False,False,1,complex,rel
emblazon,['verb'],0,10,10,0.09090909091,True,False,False,1,complex,rel
entrust,['verb'],0,77,77,0.01282051282,True,False,False,1,complex,rel
embed,['verb'],0,105,105,0.009433962264,True,False,False,1,complex,rel
gird,['verb'],0,29,29,0.03333333333,True,False,False,1,monomorphemic,rel
bode,['verb'],0,23,23,0.04166666667,True,False,False,1,monomorphemic,rel
mustachio,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
nunnery,['noun'],15,0,15,16.0,False,False,False,1,complex,rel
opener,['noun'],50,0,50,51.0,False,False,False,1,complex,rel
rawhide,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
medicament,['noun'],5,0,5,6.0,False,False,False,0,obscure,norel
broiler,['noun'],16,0,16,17.0,False,False,False,1,complex,rel
crotch,['noun'],40,0,40,41.0,False,False,False,1,monomorphemic,rel
chine,['noun'],10,0,10,11.0,False,False,False,1,monomorphemic,norel
virtuoso,['noun'],52,0,52,53.0,False,False,False,0,undetermined,norel
Netherlander,['noun'],1,0,1,2.0,False,False,False,1,complex,rel
cupful,['noun'],19,0,19,20.0,False,False,False,1,complex,norel
lingo,['noun'],8,0,8,9.0,False,False,False,0,obscure,norel
neurologist,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
climber,['noun'],174,0,174,175.0,False,False,False,1,complex,rel
cannibal,['noun'],38,0,38,39.0,False,False,False,1,monomorphemic,rel
prospector,['noun'],12,0,12,13.0,False,False,False,1,complex,rel
crooner,['noun'],7,0,7,8.0,False,False,False,1,complex,rel
yahoo,['noun'],3,0,3,4.0,False,False,False,1,monomorphemic,norel
copse,['noun'],39,0,39,40.0,False,False,False,1,monomorphemic,norel
wineskin,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
locker,['noun'],120,0,120,121.0,False,False,False,2,complex,norel
locket,['noun'],3,0,3,4.0,False,False,False,0,obscure,norel
wand,['noun'],37,0,37,38.0,False,False,False,1,monomorphemic,norel
pinta,['noun'],4,0,4,5.0,False,False,False,0,obscure,norel
cutback,['noun'],24,0,24,25.0,False,False,False,1,zero_derivation,norel
playback,['noun'],6,0,6,7.0,False,False,False,1,zero_derivation,norel
wristlet,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
caisson,['noun'],8,0,8,9.0,False,False,False,0,may_include_a_root,norel
deodar,['noun'],4,0,4,5.0,False,False,False,1,monomorphemic,norel
tulip,['noun'],42,0,42,43.0,False,False,False,1,monomorphemic,norel
perpetrator,['noun'],25,0,25,26.0,False,False,False,1,complex,rel
hobbledehoy,['noun'],2,0,2,3.0,False,False,False,0,may_include_a_root,norel
lifeline,['noun'],26,0,26,27.0,False,False,False,1,complex,norel
fig,['noun'],97,0,97,98.0,False,False,False,1,monomorphemic,norel
fin,['noun'],139,0,139,140.0,False,False,False,1,monomorphemic,norel
Copt,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
paterfamilias,['noun'],4,0,4,5.0,False,False,False,0,may_include_a_root,norel
municipality,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
Orangeman,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
arrow,['noun'],264,0,264,265.0,False,False,False,1,monomorphemic,norel
ideograph,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
mason,['noun'],88,0,88,89.0,False,False,False,1,monomorphemic,norel
outburst,['noun'],152,0,152,153.0,False,False,False,1,zero_derivation,norel
nightdress,['noun'],39,0,39,40.0,False,False,False,1,complex,norel
portmanteau,['noun'],4,0,4,5.0,False,False,False,0,undetermined,norel
stripe,['noun'],128,0,128,129.0,False,False,False,1,monomorphemic,norel
behaviourist,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
chevron,['noun'],10,0,10,11.0,False,False,False,1,monomorphemic,norel
waterfowl,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
scraper,['noun'],13,0,13,14.0,False,False,False,1,complex,rel
regulator,['noun'],33,0,33,34.0,False,False,False,1,complex,rel
confrere,['noun'],1,0,1,2.0,False,False,False,0,undetermined,norel
spectrum,['noun'],165,0,165,166.0,False,False,False,0,may_include_a_root,norel
tale,['noun'],572,0,572,573.0,False,False,False,1,monomorphemic,norel
hymen,['noun'],9,0,9,10.0,False,False,False,1,monomorphemic,norel
beltway,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
greenback,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
encomium,['noun'],3,0,3,4.0,False,False,False,0,obscure,norel
singer,['noun'],215,0,215,216.0,False,False,False,1,complex,rel
tech,['noun'],73,0,73,74.0,False,False,False,1,monomorphemic,norel
saying,['noun'],106,0,106,107.0,False,False,False,1,zero_derivation,norel
ulcer,['noun'],64,0,64,65.0,False,False,False,0,may_include_a_root,norel
loiterer,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
excavator,['noun'],10,0,10,11.0,False,False,False,1,complex,rel
jaguar,['noun'],90,0,90,91.0,False,False,False,1,monomorphemic,norel
boarder,['noun'],22,0,22,23.0,False,False,False,1,complex,rel
pretzel,['noun'],11,0,11,12.0,False,False,False,0,undetermined,norel
heirloom,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
drover,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
letting,['noun'],13,0,13,14.0,False,False,False,1,zero_derivation,norel
vestment,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
pharisee,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
wheelbarrow,['noun'],22,0,22,23.0,False,False,False,1,complex,norel
physiotherapist,['noun'],25,0,25,26.0,False,False,False,2,complex,norel
gopher,['noun'],4,0,4,5.0,False,False,False,0,may_include_a_root,norel
charnel,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
layette,['noun'],4,0,4,5.0,False,False,False,0,undetermined,norel
progenitor,['noun'],5,0,5,6.0,False,False,False,0,obscure,rel
mothball,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
Adventist,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
spiv,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
boardroom,['noun'],49,0,49,50.0,False,False,False,1,complex,norel
phlox,['noun'],6,0,6,7.0,False,False,False,1,monomorphemic,norel
crupper,['noun'],3,0,3,4.0,False,False,False,0,may_include_a_root,norel
bricklayer,['noun'],33,0,33,34.0,False,False,False,1,complex,rel
marcher,['noun'],40,0,40,41.0,False,False,False,1,complex,norel
boiler,['noun'],92,0,92,93.0,False,False,False,1,complex,norel
noblewoman,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
antirrhinum,['noun'],5,0,5,6.0,False,False,False,0,obscure,norel
duffer,['noun'],8,0,8,9.0,False,False,False,0,obscure,norel
servomechanism,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
Oscar,['noun'],55,0,55,56.0,False,False,False,1,monomorphemic,norel
watercolour,['noun'],49,0,49,50.0,False,False,False,1,complex,norel
hag,['noun'],30,0,30,31.0,False,False,False,1,monomorphemic,norel
hat,['noun'],1219,0,1219,1220.0,False,False,False,1,monomorphemic,norel
siesta,['noun'],26,0,26,27.0,False,False,False,1,monomorphemic,norel
semi,['noun'],21,0,21,22.0,False,False,False,2,complex,norel
gangplank,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
shipyard,['noun'],49,0,49,50.0,False,False,False,1,complex,norel
attorney,['noun'],217,0,217,218.0,False,False,False,1,complex,rel
postmaster,['noun'],17,0,17,18.0,False,False,False,1,complex,norel
billboard,['noun'],24,0,24,25.0,False,False,False,1,complex,norel
bottom,['noun'],1524,0,1524,1525.0,False,False,False,1,monomorphemic,norel
sax,['noun'],5,0,5,6.0,False,False,False,1,monomorphemic,norel
loyalist,['noun'],52,0,52,53.0,False,False,False,1,complex,norel
anagram,['noun'],5,0,5,6.0,False,False,False,0,may_include_a_root,norel
stoker,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
bencher,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
machinegun,['noun'],103,0,103,104.0,False,False,False,1,complex,norel
bombardier,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
altitude,['noun'],90,0,90,91.0,False,False,False,0,obscure,norel
maundy,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
perfumer,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
waistcoat,['noun'],69,0,69,70.0,False,False,False,1,complex,norel
thesaurus,['noun'],4,0,4,5.0,False,False,False,1,monomorphemic,norel
incinerator,['noun'],35,0,35,36.0,False,False,False,1,complex,norel
smasher,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
duet,['noun'],24,0,24,25.0,False,False,False,1,monomorphemic,norel
streaker,['noun'],10,0,10,11.0,False,False,False,1,complex,norel
megahertz,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
railhead,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
signification,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
supplier,['noun'],130,0,130,131.0,False,False,False,1,complex,rel
sleuth,['noun'],8,0,8,9.0,False,False,False,1,monomorphemic,norel
role,['noun'],2446,0,2446,2447.0,False,False,False,1,monomorphemic,norel
outage,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
longueur,['noun'],1,0,1,2.0,False,False,False,0,undetermined,norel
transporter,['noun'],12,0,12,13.0,False,False,False,1,complex,rel
hawker,['noun'],26,0,26,27.0,False,False,False,1,complex,norel
meteorologist,['noun'],14,0,14,15.0,False,False,False,1,complex,norel
slavey,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
Aborigine,['noun'],66,0,66,67.0,False,False,False,1,monomorphemic,norel
crater,['noun'],128,0,128,129.0,False,False,False,0,may_include_a_root,norel
laundryman,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
lark,['noun'],69,0,69,70.0,False,False,False,1,monomorphemic,norel
knapsack,['noun'],17,0,17,18.0,False,False,False,0,obscure,norel
headset,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
wreath,['noun'],63,0,63,64.0,False,False,False,1,monomorphemic,norel
rotunda,['noun'],12,0,12,13.0,False,False,False,0,obscure,norel
draftee,['noun'],3,0,3,4.0,False,False,False,2,complex,rel
gnat,['noun'],26,0,26,27.0,False,False,False,1,monomorphemic,norel
coccyx,['noun'],4,0,4,5.0,False,False,False,1,monomorphemic,norel
ref,['noun'],6,0,6,7.0,False,False,False,1,complex,rel
